Campaign_No,Campaign_ID,Campaign_Name,Brand,Agent_Status,Start date,Date,Channel,Region,Gender,Age,CTR (%),CPC (_),RoAS,Reach,Frequency (x),Conversion,CPA (_),Conversion Rate (%),Engagement Rate (%),Campaign_Ideation_Time (days),AB_Test_Completion (days),Creative_Refresh_Time (days),Budget_Reallocation_Time (hrs),Optimization_Response_Time (mins),Personalization_Deployment_Time (hrs),Alert_Type,Threshold_Triggered,Auto_Action_Taken,Approval_Status,Business_Impact (_/%),Alert_Timestamp,Pre_Agent_Value,Post_Agent_Value,Improvement (%),Industry_Avg,Vs_Industry (%),Agent_Automated (%),Auto_Optimizations_Today,Avg_Response_Time (mins),Competitor_Share_of_Voice (%),Competitor_Action_Flag,Sentiment_Score (-1 to +1),Top_Consumer_Keyword,Media_Spend (_),Cost_Per_Engagement (_),Drop_off_Cart (%),Bounce_Rate (%),Seasonality_Flag,Influencer_Collaboration_Flag,Regulatory_Risk_Flag,Crisis_Alert_Flag,Brand_Awareness_Lift (%),Net_Promoter_Score (NPS),Forecasted_Conversions (7d),Forecasted_RoAS (7d),Agent_Recommendation_Flag
Campaign 22,CAMP1570,Monsoon Mania,Brand X Herbal,Agent,2024-01-01,2028-04-18,Google Ads,Tier-3,Male,31,3.984,16.43768382,4.689882353,102208.5647,7.73,3145.176471,605.521875,12.08376471,13.87576471,11.39705882,8.419117647,11.26838235,7.28,63.58455882,13.39283088,Conversion Slowdown,CTR < 2%,Paused,Pending,329036.4216,2024-07-05 00:00:00,2.931176471,4.689882353,60,73.92,48.20285294,70,6,15,58.70230769,N,0.1,Digital,2486489.55,238.5,2.35,24.65,Holiday,N,N,N,19.70588235,19.74761905,424,1.66,Optimize
Campaign 30,CAMP1571,Festive Fiesta,Brand X X Core,Manual,2024-01-01,2028-04-19,Facebook,Tier-3,All,39,2.38,18.06,2.54,39806,9.94,718,683.49,6.63,14.81,1,6,10,23.43,139,43.78,RoAS Drop,Conv < 100,Paused,Pending,298139.71,2024-01-31 00:00:00,14.62,135.29,825.38,76.54,58.75,15,0,52,34.61538462,N,-0.08,Festive,798833.16,135.5,2.6,92.48,Holiday,N,N,N,12.11,1,58,2.59,Optimize
Campaign 25,CAMP1572,Festive Fiesta,Brand X Herbal,Agent,2024-01-01,2028-04-20,Google Ads,Metro Cities,All,50,5.22,14.27098214,5.269142857,136087.0857,7.78,3569.371429,415.16,11.48285714,19.28,11.22767857,8.058035714,11.18303571,7.727455357,46,15.0296875,Budget Cap,Budget > 80%,Creative Refreshed,Pending,312703.0103,2024-08-31 00:00:00,3.293214286,5.269142857,60,60.55,53.88267857,70,7,38.48214286,61.01,N,0.14,NewLaunch,1486950.26,113.38,5.35,24.65,Off-season,N,N,N,20.268,19.74761905,543,0.97,Pause
Campaign 19,CAMP1573,Winter Warmth,Brand X Premium,Agent,2024-01-01,2028-04-21,Instagram,Pan-India,Male,53,4.49,12.45260417,4.97,137059.2667,8.62,3252.2,698.6424479,10.538,13.71466667,8.828125,8.515625,10.33854167,7.483333333,50,13.10833333,RoAS Drop,Budget > 80%,Budget Increased,Approved,305084.5027,2024-08-02 00:00:00,2.715416667,4.97,83.03,38.98,37.90908333,97,14,37.63020833,56.01,N,0.01,Discount,2558531.13,254.53,1.24,24.64,Festival,Y,N,N,19.39666667,19.74761905,861,5.24,Scale Up
Campaign 2,CAMP1574,Diwali Dhamaka,Brand X Organic,Agent,2024-01-01,2028-04-22,Google Ads,Metro Cities,Male,35,8.38,16.4995,4.20288,90635.584,1.2,4467.456,706.336,11.9072,18.69568,8.75,5,11.025,5.91,50.375,15.82125,Budget Cap,CTR < 2%,Paused,Pending,465921.655,2024-11-09 00:00:00,2.6268,4.20288,60,70.33,50.40412,70,10,43.55,59.47153846,N,0.08,Savings,706246.17,358.67,32.32,24.64,Regular,N,N,N,19.63584,19.74761905,526,0.89,Pause
Campaign 43,CAMP1575,Summer Splash,Brand X Herbal,Manual,2024-01-01,2028-04-23,Instagram,Pan-India,Female,23,3,27.15,4.74,94222,1.4,749,1789.38,9.73,8.23,11,19,28,18.33,133,19.85,RoAS Drop,CTR < 2%,Paused,Pending,470447.91,2024-08-28 00:00:00,13.62,89.51,557.2,80.86,8.65,15,3,105,30.76923077,N,-0.18,Discount,2990576.83,385.66,1.13,91.86,Off-season,N,N,N,13.09,-21,73,4.87,Scale Up
Campaign 7,CAMP1576,Monsoon Mania,Brand X Premium,Agent,2024-01-01,2028-04-24,YouTube,Pan-India,All,50,3.942285714,2.63,4.464571429,124077.3714,1.09,3849,698.4341518,13.08114286,14.29485714,9.620535714,7.834821429,11.58482143,6.937276786,64.79910714,13.63616071,Fatigue Detected,Conv < 100,Budget Increased,Auto-resolved,380502.97,2024-12-20 00:00:00,2.790357143,4.464571429,60,36.06,30.64935714,70,15,40.49107143,47.93307692,N,0.04,NewLaunch,107798.34,16.38,11.4,24.64,Regular,Y,N,N,19.96171429,19.74761905,1046,2.93,Optimize
Campaign 13,CAMP1577,Winter Warmth,Brand X X Core,Agent,2024-01-01,2028-04-25,Instagram,Tier-2,Male,31,4.171636364,15.33522727,4.69,174160.3636,7.43,4440,775.128125,7.531636364,15.59563636,10.56818182,8.693181818,10.99431818,7.948295455,60.22727273,14.22017045,RoAS Drop,CTR < 2%,Budget Increased,Pending,299639.4473,2024-08-11 00:00:00,2.367727273,4.69,98.08,47.18,50.71,70,8,41.50568182,51.01,Y,0.02,NewLaunch,2035505.81,255.11,7.66,24.63,Holiday,Y,N,N,19.90909091,19.74761905,989,4.83,Scale Up
Campaign 47,CAMP1578,Festive Fiesta,Brand X X Core,Agent,2024-01-01,2028-04-26,Instagram,Metro Cities,Male,34,6.26,15.59116379,4.181517241,111385.0483,1.93,4183.834483,485.2918103,11.28772414,15.46,9,8.038793103,10.0862069,8.13987069,57.02586207,5.64,Conversion Slowdown,Conv < 100,Paused,Auto-resolved,380839.22,2024-12-21 00:00:00,2.613448276,4.181517241,60,65.72,81.14,70,11,47.4137931,46.39461538,N,0.13,Savings,331901.56,101.56,25.51,24.62,Off-season,N,N,N,19.728,19.74761905,728,3.99,Scale Up
Campaign 24,CAMP1579,Monsoon Mania,Brand X Classic,Manual,2024-01-01,2028-04-27,Instagram,Tier-3,Male,31,2.44,32.57,0.53,58074,9.64,1235,1182.52,9,15.63,13,16,7,14.64,44,46.63,Conversion Slowdown,CTR < 2%,Paused,Pending,349121.18,2024-10-15 00:00:00,10.03,144.78,1343.47,85.54,59.24,12.47,1,24,50.76923077,N,-0.07,Savings,2259510.73,248.93,2.9,92.61,Festival,Y,N,N,12.54,-5,26,0.52,Pause
Campaign 17,CAMP1580,Diwali Dhamaka,Brand X Premium,Manual,2024-01-01,2028-04-28,Instagram,Metro Cities,Female,47,2.73,25.87,0.8,72229,8.6,2425,521.58,14.17,19.4,12,11,15,1.66,121,15.91,Conversion Slowdown,Conv < 100,Paused,Approved,186410.63,2024-05-04 00:00:00,35.24,106.32,201.7,87.34,18.98,15,3,78,50,Y,-0.01,NewLaunch,2029317.83,144.82,3.8,85.29,Regular,Y,Y,N,12.79,-23,43,0.83,Pause
Campaign 39,CAMP1581,Festive Fiesta,Brand X Premium,Agent,2024-01-01,2028-04-29,Google Ads,Pan-India,Female,34,8.59,15.56536458,4.361333333,82491.86667,6.36,3988.533333,578.3388021,13.44933333,16.24533333,9.635416667,8.072916667,9.6875,7.930989583,54.140625,15.57578125,CTR Dip,RoAS < 1,Creative Refreshed,Approved,393048.05,2024-10-02 00:00:00,2.725833333,4.361333333,60,75.21,56.46,97,16,35.390625,54.85615385,N,0.2,Premium,2154515.53,402.67,2.82,24.61,Holiday,N,N,N,19.43133333,19.74761905,557,3.87,Scale Up
Campaign 1,CAMP1582,Summer Splash,Brand X Herbal,Manual,2024-01-01,2028-04-30,LinkedIn,Pan-India,Male,20,3.07,41.51,4.74,71226,2.49,3135,1094.15,10.23,14.09,9,15,7,11.99,73,5.4,RoAS Drop,RoAS < 1,Bid Reduced,Auto-resolved,137754.96,2024-12-20 00:00:00,52.62,58.72,11.59,68.35,-9.63,15,3,87,49.23076923,N,-0.09,Discount,2420903.11,241.23,5.48,88.72,Holiday,N,N,N,12.77,-5,66,4.53,Scale Up
Campaign 24,CAMP1583,Monsoon Mania,Brand X Organic,Manual,2024-01-01,2028-05-01,YouTube,Metro Cities,Male,25,3.17,30.61,3.39,66470,7.94,2973,314.38,6.03,1.5,6,7,29,11.79,71,13.13,CTR Dip,CTR < 2%,Bid Reduced,Auto-resolved,493910.46,2024-01-20 00:00:00,97.56,115.93,18.83,69.47,46.46,15,0,115,40,N,-0.28,Discount,2343188.85,2350.12,6.48,94.65,Festival,Y,Y,Y,12.69,-22,31,3.25,Scale Up
Campaign 42,CAMP1584,Winter Warmth,Brand X Organic,Manual,2024-01-01,2028-05-02,Facebook,Tier-2,Male,51,3.86,48.1,3.89,53620,9.14,2794,715.73,10.58,18.23,24,6,16,19.88,155,35,Fatigue Detected,RoAS < 1,Paused,Approved,189448.23,2024-06-12 00:00:00,21.57,114.06,428.79,66.79,47.27,15,3,50,37.69230769,Y,-0.03,Premium,2901777.23,296.86,7.56,88.16,Festival,N,N,N,12.45,-4,72,4.09,Scale Up
Campaign 35,CAMP1585,Summer Splash,Brand X Classic,Agent,2024-01-01,2028-05-03,Google Ads,Tier-3,Female,29,4.192516129,15.31572581,3.836903226,116736.671,7.99,4623,651.9635081,11.26812903,15.49832258,11.08870968,8.286290323,11.12903226,7.18125,56.59274194,6.45,Fatigue Detected,RoAS < 1,Budget Increased,Pending,368828.5817,2024-02-25 00:00:00,2.398064516,3.836903226,60,61.15,84.04,70,17,36.61290323,61.01,N,0.05,Digital,1945960.36,419.19,15.93,24.61,Regular,N,N,N,19.52,19.74761905,1035,0.78,Pause
Campaign 28,CAMP1586,Monsoon Mania,Brand X Classic,Agent,2024-01-01,2028-05-04,Google Ads,Tier-2,Female,48,9.55,17.86875,4.692571429,74282.97143,9.5,4062.971429,623.3196429,13.05257143,16.04342857,10.66964286,8.4375,12.94642857,7.56875,60.22321429,14.76,Conversion Slowdown,Budget > 80%,Bid Reduced,Approved,421154.3543,2024-05-09 00:00:00,2.932857143,4.692571429,60,43.48,61.53735714,86.79,5,38.66071429,71.01,N,0.28,Discount,90599.21,329.05,100,24.56,Holiday,N,N,N,18.8,19.74761905,764,1.04,Pause
Campaign 31,CAMP1587,Monsoon Mania,Brand X Classic,Agent,2024-01-01,2028-05-05,Google Ads,Metro Cities,Male,26,7.21,16.4995,4.20288,90635.584,8.94,4467.456,706.336,11.9072,18.69568,8,8.35,11.025,5.81,50.375,15.82125,CTR Dip,CTR < 2%,Paused,Auto-resolved,465921.655,2024-07-02 00:00:00,2.6268,4.20288,60,75.63,50.40412,87.93,18,43.55,56.39461538,N,0.16,Festive,537334.26,379.84,32.42,24.54,Festival,N,N,N,19.63584,19.74761905,982,2.17,Optimize
Campaign 40,CAMP1588,Monsoon Mania,Brand X Premium,Agent,2024-01-01,2028-05-06,Instagram,Metro Cities,Female,47,6.27,16.88416667,3.978133333,95275.46667,3.14,4505,749.6352083,14.19093333,17.10773333,7.895833333,7.8125,12.125,6.1025,43,14.01979167,Budget Cap,RoAS < 1,Budget Increased,Approved,385279.8459,2024-05-03 00:00:00,2.486333333,3.978133333,60,34.82,108.66,70,8,46.14583333,67.16384615,N,0.1,NewLaunch,2767593.61,351.27,7.26,24.52,Off-season,Y,Y,N,19.54293333,19.74761905,727,0.49,Pause
Campaign 19,CAMP1589,Monsoon Mania,Brand X X Core,Agent,2024-01-01,2028-05-07,Facebook,Tier-3,Male,55,4.45,16.91430921,4.486736842,128101.0526,1.29,4873,795.5868421,10.82357895,10.67663158,8.421052632,7.796052632,9,1.36,61.38157895,14.1,RoAS Drop,Conv < 100,Bid Reduced,Auto-resolved,389169.1971,2024-10-10 00:00:00,2.804210526,4.486736842,60,53.45,52.99,70,16,24,64.08692308,Y,0.18,NewLaunch,348084.35,374.01,39.97,24.5,Festival,N,N,Y,20.05347368,19.74761905,1106,1.3,Pause
Campaign 10,CAMP1590,Monsoon Mania,Brand X X Core,Manual,2024-01-01,2028-05-08,Google Ads,Metro Cities,Female,38,3.17,31.27,2.59,70578,3.33,201,791.35,11.58,11.86,25,14,23,8.17,34,15.35,Fatigue Detected,Budget > 80%,Paused,Pending,422561.69,2024-07-12 00:00:00,63.08,58.39,-7.44,69.56,-11.17,15,3,62,53.84615385,N,-0.12,Premium,1848773.65,220.87,0.38,88.44,Off-season,N,N,N,12.76,-6,239,2.54,Optimize
Campaign 16,CAMP1591,Summer Splash,Brand X Herbal,Agent,2024-01-01,2028-05-09,Google Ads,Pan-India,Male,41,5.2,15.35729167,4.886,143825.2667,6.15,3576.133333,98.63,13.86,14.174,9,8.411458333,11.69270833,6.68984375,49.24479167,13.90546875,Conversion Slowdown,Budget > 80%,Creative Refreshed,Auto-resolved,480319.13,2024-11-28 00:00:00,3.05375,4.886,60,55.31,78.75,70,14,30,61.77923077,N,0.04,Discount,858721.83,157.64,11.62,24.49,Holiday,N,N,N,20.024,19.74761905,417,4.34,Scale Up
Campaign 33,CAMP1592,Diwali Dhamaka,Brand X Organic,Manual,2024-01-01,2028-05-10,Facebook,Metro Cities,Female,54,2.56,44.52,4.91,35359,1.31,1261,1685.28,6.42,15.77,30,19,15,1.93,157,11.19,Fatigue Detected,RoAS < 1,Budget Increased,Pending,464204.29,2024-10-31 00:00:00,56.42,71.08,25.98,71.39,-0.31,15,1,34,33.07692308,N,-0.06,Digital,1439663.15,258.18,4.96,93.62,Regular,N,N,N,11.97,-15,27,4.74,Scale Up
Campaign 31,CAMP1593,Diwali Dhamaka,Brand X Organic,Manual,2024-01-01,2028-05-11,LinkedIn,Tier-3,Male,42,2.73,5.66,3.46,73911,3.03,1939,1828.66,6.09,14.7,28,20,15,14.49,127,44.02,RoAS Drop,Budget > 80%,Paused,Auto-resolved,29600.82,2024-12-12 00:00:00,48.37,141.82,193.2,83.15,58.67,15,3,22,46.15384615,N,-0.08,Discount,462553.44,42.57,3.46,94.78,Holiday,N,N,N,12.82,-18,58,3.56,Scale Up
Campaign 18,CAMP1594,Summer Splash,Brand X Herbal,Manual,2024-01-01,2028-05-12,LinkedIn,Tier-2,Female,55,2.7,30.98,1.92,71416,9.09,1103,770.25,3.82,16.57,25,20,11,14.92,54,44.96,Budget Cap,CTR < 2%,Budget Increased,Approved,326936.51,2024-01-06 00:00:00,49.04,82.05,67.31,45.82,36.23,15,3,68,23.07692308,N,-0.05,NewLaunch,2247527.2,189.93,2.17,96.28,Holiday,N,N,N,12.78,0,63,1.96,Optimize
Campaign 3,CAMP1595,Diwali Dhamaka,Brand X Premium,Manual,2024-01-01,2028-05-13,YouTube,Metro Cities,All,20,3.96,40.81,2.42,8666,4.14,3779,1497,14.97,15.75,28,13,20,17.78,110,21.85,Conversion Slowdown,CTR < 2%,Paused,Pending,152124.81,2024-02-29 00:00:00,30.76,94.24,206.37,79.18,15.06,15,3,73,34.61538462,Y,-0.06,Savings,301181.6,220.66,54.44,87.36,Holiday,Y,N,N,10.37,-26,75,2.41,Optimize
Campaign 13,CAMP1596,Winter Warmth,Brand X X Core,Manual,2024-01-01,2028-05-14,Facebook,Tier-2,Male,38,3.72,43.8,3.86,52047,2.73,1193,98.04,11.88,6.6,8,16,11,13.32,109,44.39,Fatigue Detected,Conv < 100,Bid Reduced,Pending,377858.67,2024-08-10 00:00:00,94.14,112.24,19.23,61.45,50.79,15,3,112,40,N,-0.2,Festive,2303840.71,670.68,3.19,89.45,Holiday,N,N,N,12.41,-14,41,3.73,Scale Up
Campaign 43,CAMP1597,Winter Warmth,Brand X Classic,Manual,2024-01-01,2028-05-15,Facebook,Tier-2,Male,24,3.45,32.69,0.7,41541,2.86,1812,107.19,7.35,13.84,16,10,16,8.28,166,23.09,Budget Cap,Budget > 80%,Paused,Pending,260672.61,2024-09-21 00:00:00,77.98,80.34,3.03,56.21,24.13,15,3,8,31.53846154,N,-0.09,Premium,1301340.58,226.35,5.51,92.37,Regular,N,N,N,12.16,-3,19,0.74,Pause
Campaign 42,CAMP1598,Summer Splash,Brand X X Core,Manual,2024-01-01,2028-05-16,Instagram,Pan-India,All,40,2.06,29.6,2.13,41054,1.06,3891,191.26,3.68,13.03,15,16,16,18.75,87,40.55,CTR Dip,Conv < 100,Paused,Pending,248051.13,2024-02-06 00:00:00,58.83,113.86,93.54,61.55,52.31,15,3,84,30,N,-0.1,Savings,1059826.03,198.12,11.49,95.62,Festival,N,N,N,12.14,4,26,2.21,Optimize
Campaign 4,CAMP1599,Winter Warmth,Brand X Herbal,Agent,2024-01-01,2028-05-17,Google Ads,Tier-3,Female,18,6.31,7.23,4.76,116736.671,2.51,4130.941935,651.9635081,13.2,15.49832258,3,8.286290323,11.12903226,7.18125,56.59274194,14.17923387,Budget Cap,Budget > 80%,Creative Refreshed,Auto-resolved,473293.26,2024-03-20 00:00:00,2.398064516,4.76,98.49,57.02,50.15106452,91.23,9,36.61290323,64.85615385,Y,0.2,Digital,816129.03,151.34,1.33,24.49,Regular,N,N,Y,19.52,19.74761905,1154,5.1,Scale Up
Campaign 20,CAMP1600,Summer Splash,Brand X X Core,Manual,2024-01-01,2028-05-18,LinkedIn,Tier-2,Female,28,3.79,16.03,4.38,18506,4.22,3698,1873.38,11.95,16.1,9,8,8,6.29,119,5.34,Conversion Slowdown,Budget > 80%,Paused,Pending,43856.44,2024-01-20 00:00:00,8.66,51.09,489.95,37.87,13.22,15,3,34,46.92307692,N,-0.06,Savings,238629.58,80.09,27.47,87.16,Regular,N,N,N,11.23,5,51,4.32,Scale Up
Campaign 4,CAMP1601,Winter Warmth,Brand X Classic,Agent,2024-01-01,2028-05-19,Instagram,Pan-India,Female,44,5.53,13.1,4.914,123999.6667,1.37,4127,293.36,15.772,15.27333333,10.83333333,7.864583333,11.61458333,2.28,52.94270833,13.76432292,RoAS Drop,Budget > 80%,Budget Increased,Pending,381773.3733,2024-09-11 00:00:00,3.07125,4.914,60,57.45,35.81066667,70,14,22,66.39461538,N,0.11,Savings,1081979.39,205.35,5.93,24.48,Regular,Y,N,Y,20.202,19.74761905,494,2.65,Optimize
Campaign 3,CAMP1602,Festive Fiesta,Brand X Organic,Agent,2024-01-01,2028-05-20,YouTube,Metro Cities,All,48,4.271483871,16.16008065,4.19,111906.4774,8.29,4755,767.2735887,12.10374194,17.07,1,7.217741935,12.54032258,6.44,57.94354839,1.03,Budget Cap,Conv < 100,Bid Reduced,Auto-resolved,285444.464,2024-06-24 00:00:00,2.410322581,4.19,73.84,61.91,40.38177419,70,19,41.99596774,53.31769231,N,0.15,Digital,24842.47,129.36,100,24.47,Regular,Y,Y,N,19.52103226,19.74761905,1043,4.16,Scale Up
Campaign 32,CAMP1603,Summer Splash,Brand X Herbal,Agent,2024-01-01,2028-05-21,LinkedIn,Tier-2,Female,39,4.05,15.44816176,4.166588235,117035.2941,9.15,3283.952941,652.6823529,10.49788235,15.91152941,7,8.823529412,9.411764706,8.510294118,56.61764706,12.425,Conversion Slowdown,Budget > 80%,Paused,Auto-resolved,284280.8395,2024-01-04 00:00:00,2.604117647,4.166588235,60,88.54,47.18541176,70,5,43.97058824,52.54846154,N,0.14,Savings,101853.58,1154.99,4.81,24.47,Festival,N,N,Y,19.67152941,19.74761905,260,1.07,Pause
Campaign 39,CAMP1604,Monsoon Mania,Brand X Premium,Manual,2024-01-01,2028-05-22,Google Ads,Tier-2,Male,39,3.8,3.27,0.7,51890,8.25,1251,1572.38,0.96,8.36,10,9,24,10.97,148,29.06,Fatigue Detected,Conv < 100,Paused,Pending,178179.18,2024-01-28 00:00:00,54.15,118.47,118.78,54.24,64.23,15,3,42,34.61538462,Y,-0.17,Premium,155908.79,35.94,3.39,99.18,Holiday,N,N,N,12.41,-13,64,0.68,Pause
Campaign 28,CAMP1605,Winter Warmth,Brand X X Core,Manual,2024-01-01,2028-05-23,YouTube,Metro Cities,Male,24,1.72,8.69,2.58,24286,4.1,1412,692.84,2.01,18.16,29,14,20,1.58,175,15.58,Fatigue Detected,RoAS < 1,Budget Increased,Pending,445112.51,2024-01-13 00:00:00,85.4,76.51,-10.41,45.2,31.31,15,2,95,30.83333333,Y,-0.03,NewLaunch,173417.74,39.32,8.48,97.68,Festival,N,N,N,11.54,7,37,2.54,Optimize
Campaign 23,CAMP1606,Festive Fiesta,Brand X X Core,Agent,2024-01-01,2028-05-24,YouTube,Metro Cities,Female,29,5.87,13.32758621,4.644413793,133855.0069,9.76,3000.937931,577.687069,10.14234483,18.39117241,9.00862069,7.931034483,11.53017241,4.07,52.90948276,15.65926724,Conversion Slowdown,RoAS < 1,Budget Increased,Auto-resolved,302942.9252,2024-07-25 00:00:00,2.902758621,4.644413793,60,80.23,43.95255172,70,13,42.21982759,50.24076923,N,0.21,Discount,3920177.83,1355.41,3.08,24.42,Festival,Y,N,Y,19.94427586,19.74761905,791,4.36,Scale Up
Campaign 23,CAMP1607,Summer Splash,Brand X Premium,Manual,2024-01-01,2028-05-25,Google Ads,Pan-India,Male,40,3.28,11.35,3.17,66860,2.02,3872,417.52,3.29,8.81,22,20,9,9.18,175,31.77,RoAS Drop,CTR < 2%,Paused,Approved,191555.42,2024-11-09 00:00:00,95.46,146.92,53.91,69.79,77.13,15,3,38,51.53846154,N,-0.17,Savings,633455.55,107.54,8.57,96.56,Holiday,N,N,N,12.7,-29,51,3.13,Scale Up
Campaign 21,CAMP1608,Winter Warmth,Brand X Premium,Manual,2024-01-01,2028-05-26,Instagram,Metro Cities,Male,37,0.67,41.12,3.56,66251,8.96,4705,186.44,11.71,8.02,9,20,10,13.69,128,26.51,CTR Dip,CTR < 2%,Bid Reduced,Pending,464220.92,2024-11-12 00:00:00,18.73,83.37,345.11,89.11,-5.74,15,3,38,31.53846154,Y,-0.18,Premium,2944047.75,554.09,9.62,88.16,Festival,Y,N,N,12.69,-9,64,3.7,Scale Up
Campaign 26,CAMP1609,Monsoon Mania,Brand X Classic,Agent,2024-01-01,2028-05-27,Google Ads,Metro Cities,All,28,4.497142857,9.57,5.269142857,136087.0857,3.04,3569.371429,640.2578125,14.51,16.69885714,11.22767857,6,7,7.727455357,22,15.0296875,RoAS Drop,Conv < 100,Paused,Approved,312703.0103,2024-12-16 00:00:00,3.293214286,5.269142857,60,53.63,73.33,82.48,19,38.48214286,56.39461538,N,0.24,Discount,463318.31,50.56,1.14,24.42,Regular,N,N,N,20.268,19.74761905,538,0.51,Pause
Campaign 17,CAMP1610,Winter Warmth,Brand X X Core,Agent,2024-01-01,2028-05-28,Facebook,Tier-3,All,47,3.927333333,12.35,4.858666667,131746.2667,4.04,3694.4,686.5895833,10.65,15.448,8.177083333,5,9.921875,8.544791667,20,12.91770833,CTR Dip,CTR < 2%,Budget Increased,Auto-resolved,373656.47,2024-02-11 00:00:00,3.036666667,4.858666667,60,66.17,47.29,70,16,43.30729167,60.24076923,N,0.12,Discount,861244.99,141.29,0.5,24.41,Regular,N,N,N,19.84666667,19.74761905,333,2.69,Optimize
Campaign 14,CAMP1611,Festive Fiesta,Brand X Herbal,Manual,2024-01-01,2028-05-29,LinkedIn,Tier-2,All,52,3.91,30.89,4.58,69736,3.96,3519,1900.56,5.25,13.26,11,20,23,9.81,87,10.03,CTR Dip,Budget > 80%,Creative Refreshed,Approved,368210.57,2024-06-27 00:00:00,42.4,66.1,55.9,86.52,-20.42,15,0,1,44.16666667,N,-0.1,Savings,1986402.54,214.82,5.97,94.63,Holiday,N,N,N,12.75,-3,48,4.96,Scale Up
Campaign 5,CAMP1612,Diwali Dhamaka,Brand X X Core,Manual,2024-01-01,2028-05-30,Google Ads,Metro Cities,All,29,2.06,9.1,4.23,63972,7.46,2601,737.34,1.69,6.31,9,6,21,17.48,53,1.35,Conversion Slowdown,Conv < 100,Budget Increased,Auto-resolved,344106.93,2024-07-06 00:00:00,6.42,96.95,1410.12,70.16,26.79,15,1,81,43.84615385,N,-0.21,Premium,674490.08,167.09,4.59,98.55,Holiday,N,N,Y,12.65,-36,69,4.34,Scale Up
Campaign 22,CAMP1613,Diwali Dhamaka,Brand X Classic,Agent,2024-01-01,2028-05-31,LinkedIn,Tier-3,Male,19,9.15,13.53,4.122666667,112881.9879,9.08,4154.278788,628.1856061,10.29672727,17.37842424,8.106060606,8.333333333,10.09469697,8.111931818,70.47348485,6.75,Fatigue Detected,CTR < 2%,Paused,Auto-resolved,347992.256,2024-09-28 00:00:00,2.576666667,4.122666667,60,60.26,83.58,70,8,39.35606061,46.39461538,N,0.12,NewLaunch,472499.92,153.55,9.44,24.39,Holiday,N,Y,N,19.46957576,19.74761905,606,3.58,Scale Up
Campaign 31,CAMP1614,Festive Fiesta,Brand X Herbal,Agent,2024-01-01,2028-06-01,Facebook,Pan-India,Male,46,9.07,14.7,4.45,112507.9385,3.03,4451,615.0911058,9.316923077,15.47569231,9.927884615,8.413461538,7,7.545673077,41,18.50865385,RoAS Drop,Budget > 80%,Creative Refreshed,Auto-resolved,328916.6849,2024-06-26 00:00:00,2.522307692,4.45,76.43,75.75,49.6,70,14,39.18269231,47.67666667,N,0.13,Savings,709300.76,226.99,13.79,24.38,Regular,N,N,N,19.8,19.74761905,1057,4.35,Scale Up
Campaign 43,CAMP1615,Festive Fiesta,Brand X Herbal,Manual,2024-01-01,2028-06-02,Facebook,Pan-India,Female,47,2.01,18.21,3.08,69259,4.64,3680,1092.05,4.15,11.58,19,16,14,9.22,95,5.27,Budget Cap,Budget > 80%,Creative Refreshed,Approved,12367.11,2024-10-18 00:00:00,79.66,142.6,79.01,71.19,71.41,15,3,92,54.16666667,N,-0.13,Digital,1080375.68,134.71,7.34,95.04,Holiday,N,N,N,12.74,-17,53,2.99,Scale Up
Campaign 44,CAMP1616,Summer Splash,Brand X Herbal,Agent,2024-01-01,2028-06-03,Facebook,Tier-3,Female,55,9.07,5.68,4.842514286,108421.8514,5.54,3163.84,652.4908929,10.54857143,13.94,11.08928571,7.857142857,11.51785714,7.395178571,55.85714286,13.29017857,Conversion Slowdown,Conv < 100,Paused,Auto-resolved,413159.3211,2024-04-22 00:00:00,3.026571429,4.842514286,60,72.81,44.68,70,5,38.39285714,52.54846154,Y,0,Discount,282665.06,46.19,1.37,24.37,Festival,N,N,N,19.52502857,19.74761905,501,1.93,Optimize
Campaign 48,CAMP1617,Diwali Dhamaka,Brand X Classic,Manual,2024-01-01,2028-06-04,Google Ads,Pan-India,Female,54,2.46,14.25,3.7,97567,5.99,4533,1314.16,7.07,1.1,22,14,12,21.87,156,42.5,Budget Cap,RoAS < 1,Creative Refreshed,Auto-resolved,341530.01,2024-10-26 00:00:00,44.37,137.55,210.01,50.57,86.98,15,3,52,42.30769231,N,-0.28,Savings,1116794.19,1040.58,5.69,92.52,Festival,N,N,Y,13.13,-31,37,3.99,Scale Up
Campaign 19,CAMP1618,Summer Splash,Brand X X Core,Manual,2024-01-01,2028-06-05,Instagram,Metro Cities,All,45,3.17,3.75,3.65,51818,6.04,2308,1690.95,12.87,16.11,14,18,17,10.03,19,5.2,RoAS Drop,Budget > 80%,Creative Refreshed,Auto-resolved,137945.62,2024-12-04 00:00:00,71.74,67.72,-5.6,73.2,-5.48,15,3,65,30.83333333,Y,-0.06,Discount,172014.31,20.61,5.41,89,Off-season,Y,N,N,12.41,-9,53,3.6,Scale Up
